Date,Meal_Type,Day,Month,Year,Students_Registered,Students_Present,Faculty_Present,Staff_Present,Visitors,Hostel_Students,Total_Campus_Population,Scheduled_Classes,Exam_Period,Holiday,Semester_Week,Weather,Temperature_C,Rainfall_mm,Humidity,Campus_Event,Special_Menu,Menu_Category,Meal_Price,Previous_Day_Meals_Sold,Previous_Week_Average,Meals_Sold,Meals_Prepared,Food_Waste_kg
2021-04-15,Lunch,Thursday,April,2021,1314,1247,170,83,27,905,1527,4,No,Yes,8,Cloudy,30,0,41,No Event,No,Fast Food,117,2136,1641,469,519,6.14
2021-04-16,Lunch,Friday,April,2021,1542,1453,81,128,5,336,1667,7,No,Yes,14,Sunny,26,0,43,Placement Drive,No,Indian,67,2159,881,355,435,11.96
2021-04-17,Lunch,Saturday,April,2021,2474,1912,98,89,45,573,2144,6,No,No,13,Sunny,37,0,47,No Event,No,Fast Food,96,736,805,2481,2579,8.93
2021-04-18,Breakfast,Sunday,April,2021,1206,874,102,114,31,457,1121,2,No,No,12,Sunny,28,0,80,No Event,No,Continental,63,1246,806,630,658,3.53
2021-04-19,Lunch,Monday,April,2021,1930,1693,120,139,10,966,1962,5,No,No,5,Sunny,26,0,46,No Event,No,South Indian,95,1197,2232,2163,2223,6.06
2021-04-20,Breakfast,Tuesday,April,2021,1378,1019,93,112,12,999,1236,4,No,No,2,Sunny,33,0,44,No Event,No,Indian,92,1600,1450,779,915,16.95
2021-04-21,Lunch,Wednesday,April,2021,2368,2112,126,105,16,732,2359,2,Yes,No,9,Rainy,21,23,47,No Event,No,Indian,105,1431,1193,2620,2652,3.14
2021-04-22,Dinner,Thursday,April,2021,1615,1308,194,81,45,412,1628,6,No,No,2,Sunny,31,0,53,No Event,Yes,South Indian,102,650,2160,1109,1192,8.37
2021-04-23,Breakfast,Friday,April,2021,1865,1656,142,115,45,841,1958,6,No,No,1,Cloudy,25,0,41,No Event,Yes,Fast Food,64,2043,2048,1660,1733,8.22
2021-04-24,Breakfast,Saturday,April,2021,2344,1717,169,145,35,911,2066,3,No,No,5,Rainy,37,8,86,Placement Drive,No,South Indian,117,1467,1825,1545,1623,11.04
2021-04-25,Breakfast,Sunday,April,2021,2347,1883,87,90,29,832,2089,3,No,No,6,Rainy,24,50,62,No Event,No,Chinese,55,1114,1415,1449,1505,4.51
2021-04-26,Dinner,Monday,April,2021,1349,1105,106,78,3,737,1292,5,Yes,No,9,Sunny,29,0,42,No Event,No,Indian,87,630,1470,736,799,6.19
2021-04-27,Lunch,Tuesday,April,2021,1596,1488,190,133,13,699,1824,3,No,No,12,Rainy,24,33,89,No Event,Yes,Chinese,116,1610,2381,2213,2358,13.09
2021-04-28,Lunch,Wednesday,April,2021,1580,1153,119,136,45,317,1453,3,Yes,No,8,Sunny,27,0,57,No Event,No,Indian,111,753,1321,1536,1569,3.41
2021-04-29,Dinner,Thursday,April,2021,2038,1897,107,100,27,461,2131,3,No,No,6,Sunny,28,0,57,No Event,Yes,South Indian,117,849,1023,1500,1643,15.78
2021-04-30,Dinner,Friday,April,2021,1200,1069,147,61,6,704,1283,5,No,No,4,Cloudy,24,0,63,No Event,No,Chinese,114,787,600,722,823,11.83
2021-05-01,Lunch,Saturday,May,2021,1443,1254,140,93,15,759,1502,2,No,No,7,Sunny,28,0,52,Cultural Fest,No,Chinese,70,2024,874,1955,2012,4.87
2021-05-02,Lunch,Sunday,May,2021,2474,2192,117,59,13,458,2381,7,No,No,2,Sunny,37,0,86,No Event,No,Indian,103,1541,1993,2413,2522,12.94
2021-05-03,Lunch,Monday,May,2021,2078,1728,154,132,36,309,2050,4,No,No,7,Sunny,31,0,83,No Event,No,Fast Food,105,1863,1276,2357,2429,10.42
2021-05-04,Lunch,Tuesday,May,2021,1959,1416,187,123,38,815,1764,2,No,No,14,Sunny,32,0,49,No Event,No,Indian,87,571,1056,1794,1852,7.0
2021-05-05,Breakfast,Wednesday,May,2021,2153,1521,103,132,48,314,1804,7,No,No,8,Sunny,37,0,81,No Event,No,Fast Food,57,704,843,1298,1434,18.47
2021-05-06,Dinner,Thursday,May,2021,2176,1979,107,139,26,864,2251,7,No,No,15,Sunny,29,0,46,No Event,No,Chinese,40,1866,1711,1279,1306,2.5
2021-05-07,Lunch,Friday,May,2021,2338,2028,120,137,29,998,2314,2,No,No,7,Sunny,37,0,58,Cultural Fest,Yes,Continental,105,2023,1329,2982,3073,11.51
2021-05-08,Breakfast,Saturday,May,2021,1200,856,97,58,14,354,1025,2,No,No,14,Rainy,36,67,47,No Event,No,South Indian,77,843,1509,690,757,5.8
2021-05-09,Lunch,Sunday,May,2021,1752,1462,128,78,38,745,1706,6,No,Yes,1,Cloudy,18,0,58,No Event,Yes,Indian,106,2103,1184,485,554,7.8
2021-05-10,Breakfast,Monday,May,2021,1681,1318,164,78,41,455,1601,4,No,No,7,Sunny,34,0,86,No Event,Yes,Chinese,65,1776,906,1282,1424,14.04
2021-05-11,Breakfast,Tuesday,May,2021,1799,1254,105,141,17,690,1517,4,Yes,No,14,Cloudy,19,0,78,No Event,Yes,Fast Food,48,2273,2268,1476,1548,8.41
2021-05-12,Lunch,Wednesday,May,2021,1962,1588,82,110,10,438,1790,6,No,No,2,Sunny,23,0,61,No Event,No,Continental,40,2394,2496,1644,1709,7.36
2021-05-13,Breakfast,Thursday,May,2021,1534,1126,156,113,21,712,1416,7,No,No,16,Sunny,29,0,59,No Event,Yes,Continental,69,520,705,1010,1110,8.61
2021-05-14,Lunch,Friday,May,2021,1664,1129,117,52,45,973,1343,6,No,Yes,5,Rainy,18,63,69,No Event,No,South Indian,51,1493,2005,376,408,4.79
2021-05-15,Lunch,Saturday,May,2021,2364,1867,171,136,3,424,2177,7,No,No,6,Sunny,32,0,72,No Event,No,Fast Food,100,1344,1088,2476,2581,11.78
2021-05-16,Breakfast,Sunday,May,2021,1782,1473,93,53,2,927,1621,3,Yes,Yes,5,Cloudy,35,0,81,No Event,No,Chinese,72,1397,827,307,349,4.77
2021-05-17,Dinner,Monday,May,2021,1336,887,80,104,23,518,1094,6,No,No,9,Rainy,30,10,52,Sports Day,No,Continental,56,2318,2075,667,690,2.5
2021-05-18,Breakfast,Tuesday,May,2021,2203,1697,171,63,13,580,1944,5,No,No,17,Sunny,22,0,53,No Event,No,Chinese,86,1506,730,1346,1389,4.16
2021-05-19,Lunch,Wednesday,May,2021,2149,1562,179,126,2,739,1869,6,No,Yes,6,Sunny,18,0,79,No Event,No,Continental,87,546,1172,485,522,5.3
2021-05-20,Lunch,Thursday,May,2021,1886,1243,197,77,30,401,1547,3,No,No,1,Sunny,19,0,78,Cultural Fest,No,South Indian,69,2090,1050,2156,2243,7.35
2021-05-21,Breakfast,Friday,May,2021,1366,939,193,112,34,339,1278,6,No,No,13,Rainy,21,25,40,No Event,No,Chinese,45,1881,1637,865,959,13.25
2021-05-22,Breakfast,Saturday,May,2021,2109,1458,90,88,30,770,1666,5,No,Yes,14,Rainy,33,26,52,Placement Drive,No,Indian,76,1668,1357,284,382,8.87
2021-05-23,Lunch,Sunday,May,2021,2079,1465,186,113,11,675,1775,6,No,Yes,14,Sunny,27,0,72,No Event,No,Indian,89,755,802,452,588,12.23
2021-05-24,Dinner,Monday,May,2021,2041,1818,119,109,9,904,2055,7,No,No,14,Sunny,28,0,63,No Event,No,Fast Food,84,1916,627,1284,1325,4.05
2021-05-25,Breakfast,Tuesday,May,2021,1264,988,83,69,19,490,1159,2,No,No,8,Rainy,37,44,56,No Event,No,Fast Food,91,1404,2069,874,906,4.15
2021-05-26,Lunch,Wednesday,May,2021,2290,1589,113,77,17,733,1796,4,No,No,8,Sunny,31,0,86,Placement Drive,No,Continental,111,826,1739,1677,1769,13.71
2021-05-27,Lunch,Thursday,May,2021,1632,1109,144,145,43,310,1441,5,No,Yes,13,Cloudy,34,0,48,No Event,Yes,Fast Food,55,525,1729,553,645,11.71
2021-05-28,Dinner,Friday,May,2021,2273,1680,135,63,35,999,1913,5,No,No,9,Sunny,35,0,82,No Event,No,South Indian,87,1951,925,1187,1305,12.24
2021-05-29,Lunch,Saturday,May,2021,1314,1168,89,126,18,545,1401,5,No,No,2,Rainy,18,56,64,No Event,No,South Indian,94,1982,726,1558,1661,14.91
2021-05-30,Lunch,Sunday,May,2021,1768,1342,160,124,16,431,1642,7,No,No,13,Sunny,32,0,56,No Event,Yes,Continental,62,2449,617,1695,1779,9.98
2021-05-31,Lunch,Monday,May,2021,1841,1284,150,107,39,783,1580,2,No,No,8,Sunny,24,0,89,No Event,No,Indian,110,1374,624,1585,1646,9.14
2021-06-01,Lunch,Tuesday,June,2021,1694,1306,182,88,10,714,1586,2,No,No,7,Rainy,27,28,42,No Event,No,Continental,68,636,1444,1411,1485,8.58
2021-06-02,Dinner,Wednesday,June,2021,2492,2034,143,107,4,629,2288,4,No,No,14,Sunny,18,0,67,No Event,No,Indian,115,1483,671,1217,1364,16.69
2021-06-03,Breakfast,Thursday,June,2021,2140,1409,92,64,36,867,1601,3,No,No,6,Sunny,26,0,60,No Event,No,Indian,100,1553,803,1057,1182,12.64
2021-06-04,Lunch,Friday,June,2021,2303,1930,101,122,44,654,2197,4,No,No,9,Cloudy,21,0,79,No Event,No,Indian,96,711,2087,2238,2365,16.1
2021-06-05,Dinner,Saturday,June,2021,2167,1665,135,52,35,855,1887,5,No,Yes,11,Rainy,37,23,55,Cultural Fest,No,Indian,47,1761,640,259,328,7.52
2021-06-06,Dinner,Sunday,June,2021,2021,1319,144,54,44,560,1561,5,No,No,13,Rainy,19,61,70,No Event,No,Continental,73,2034,1101,769,851,10.58
2021-06-07,Dinner,Monday,June,2021,1401,1193,171,141,47,891,1552,5,Yes,No,13,Rainy,25,5,40,No Event,No,Chinese,67,1925,1846,932,1026,12.42
2021-06-08,Lunch,Tuesday,June,2021,1848,1596,176,91,43,879,1906,4,No,No,14,Rainy,30,53,57,Cultural Fest,No,Fast Food,96,924,2204,2779,2884,13.23
2021-06-09,Lunch,Wednesday,June,2021,1759,1475,92,64,13,948,1644,3,No,No,17,Sunny,35,0,64,Cultural Fest,No,Fast Food,89,2478,618,2387,2506,9.99
2021-06-10,Lunch,Thursday,June,2021,2241,1686,80,52,27,303,1845,3,No,No,15,Sunny,23,0,65,No Event,No,Indian,75,1660,626,1841,1938,12.71
2021-06-11,Lunch,Friday,June,2021,1677,1356,117,84,8,640,1565,4,No,No,9,Rainy,32,66,73,Sports Day,No,South Indian,92,955,1956,1988,2022,4.42
2021-06-12,Breakfast,Saturday,June,2021,1687,1292,198,56,37,928,1583,7,No,No,9,Cloudy,25,0,44,No Event,Yes,Continental,42,1970,704,1100,1242,18.07
2021-06-13,Lunch,Sunday,June,2021,2182,1876,137,143,28,394,2184,5,No,No,3,Rainy,30,25,45,No Event,No,Continental,115,1269,1365,1935,2036,11.65
2021-06-14,Lunch,Monday,June,2021,1978,1631,104,73,24,315,1832,4,No,No,8,Cloudy,22,0,67,No Event,No,Continental,64,947,1696,1680,1743,7.49
2021-06-15,Breakfast,Tuesday,June,2021,1539,1038,121,80,7,410,1246,4,No,No,15,Cloudy,30,0,66,No Event,No,Fast Food,86,1134,1510,929,1072,20.96
2021-06-16,Lunch,Wednesday,June,2021,1811,1526,164,127,47,625,1864,6,No,No,11,Sunny,26,0,61,Convocation,Yes,Chinese,78,1094,1451,2946,3027,7.19
2021-06-17,Lunch,Thursday,June,2021,1315,1125,112,129,18,521,1384,6,Yes,No,7,Sunny,21,0,83,No Event,No,Continental,60,2396,1141,1380,1513,16.6
2021-06-18,Dinner,Friday,June,2021,1273,969,136,53,1,570,1159,2,No,No,12,Rainy,36,20,89,No Event,No,Fast Food,51,1489,1489,683,735,6.74
2021-06-19,Breakfast,Saturday,June,2021,2492,2274,116,52,5,735,2447,2,No,No,4,Sunny,27,0,70,No Event,No,South Indian,114,1786,1539,1719,1762,6.29
2021-06-20,Breakfast,Sunday,June,2021,1315,1187,197,148,29,970,1561,4,No,No,4,Rainy,26,67,50,No Event,No,Indian,95,2265,986,998,1140,11.5
2021-06-21,Lunch,Monday,June,2021,2387,1676,136,58,1,393,1871,6,No,No,12,Sunny,26,0,59,No Event,No,Chinese,75,2364,1967,2006,2032,2.98
2021-06-22,Breakfast,Tuesday,June,2021,2445,2252,177,117,18,635,2564,5,No,No,11,Rainy,32,56,64,No Event,No,South Indian,67,1110,1025,1802,1899,10.71
2021-06-23,Lunch,Wednesday,June,2021,1325,1036,141,132,12,800,1321,2,No,No,8,Rainy,23,18,84,Placement Drive,Yes,South Indian,50,1461,2273,1773,1848,7.79
2021-06-24,Lunch,Thursday,June,2021,1856,1609,82,137,48,463,1876,5,Yes,No,4,Cloudy,24,0,56,No Event,Yes,Fast Food,42,1038,1824,2752,2822,7.22
2021-06-25,Breakfast,Friday,June,2021,2399,2145,109,109,7,685,2370,5,No,No,10,Cloudy,30,0,79,Cultural Fest,No,South Indian,60,1983,1434,2111,2174,7.73
2021-06-26,Lunch,Saturday,June,2021,1863,1493,198,60,8,711,1759,2,No,No,12,Rainy,21,72,63,No Event,No,Fast Food,48,902,2022,2022,2130,9.71
2021-06-27,Lunch,Sunday,June,2021,2190,1685,146,128,22,667,1981,7,No,No,1,Sunny,18,0,46,No Event,No,South Indian,109,2112,1054,2149,2247,12.84
2021-06-28,Lunch,Monday,June,2021,2217,2049,142,85,36,595,2312,4,No,No,5,Sunny,26,0,43,No Event,No,Indian,56,736,2408,2311,2335,3.57
2021-06-29,Dinner,Tuesday,June,2021,2058,1480,161,144,7,618,1792,6,No,No,1,Rainy,20,25,66,No Event,No,Continental,60,2168,1622,850,951,13.36
2021-06-30,Dinner,Wednesday,June,2021,1284,933,102,121,8,554,1164,2,No,No,17,Sunny,20,0,80,No Event,No,Chinese,89,1151,2259,630,697,6.4
2021-07-01,Lunch,Thursday,July,2021,1832,1389,151,51,15,788,1606,3,No,No,14,Cloudy,21,0,84,No Event,No,Fast Food,81,1343,796,1886,1931,6.34
2021-07-02,Lunch,Friday,July,2021,1650,1497,152,99,15,849,1763,3,Yes,No,2,Sunny,26,0,64,No Event,No,South Indian,47,1104,2010,2189,2279,11.86
2021-07-03,Lunch,Saturday,July,2021,1717,1599,145,52,11,719,1807,5,Yes,No,8,Rainy,27,23,82,No Event,No,Indian,50,2026,2233,2030,2053,2.03
2021-07-04,Dinner,Sunday,July,2021,2045,1464,140,116,24,993,1744,3,No,No,16,Rainy,35,5,79,Sports Day,No,Chinese,97,574,2483,1140,1205,7.59
2021-07-05,Lunch,Monday,July,2021,1894,1721,81,134,10,486,1946,5,No,No,16,Sunny,35,0,61,No Event,No,Continental,103,809,1894,1774,1856,11.5
2021-07-06,Lunch,Tuesday,July,2021,1749,1272,106,111,17,324,1506,7,No,No,3,Sunny,20,0,58,Cultural Fest,No,Continental,57,1439,1371,1713,1759,6.62
2021-07-07,Dinner,Wednesday,July,2021,2128,2002,127,125,12,441,2266,7,No,No,4,Rainy,37,8,82,No Event,No,Chinese,41,1968,2412,1341,1460,15.37
2021-07-08,Breakfast,Thursday,July,2021,1315,1090,182,63,34,727,1369,7,No,Yes,2,Rainy,19,79,57,No Event,No,Indian,68,795,734,179,276,10.75
2021-07-09,Dinner,Friday,July,2021,2231,1454,142,72,17,423,1685,7,No,No,1,Cloudy,22,0,78,No Event,No,Indian,61,2157,2477,938,994,7.51
2021-07-10,Breakfast,Saturday,July,2021,2441,1611,179,126,42,324,1958,7,No,No,10,Rainy,36,20,52,No Event,No,Chinese,45,1190,1531,1409,1520,14.78
2021-07-11,Lunch,Sunday,July,2021,1603,1112,84,65,29,776,1290,6,No,No,11,Rainy,21,45,53,No Event,Yes,Indian,45,1889,1344,1459,1545,10.16
2021-07-12,Lunch,Monday,July,2021,1503,1061,80,130,42,762,1313,2,No,No,4,Sunny,35,0,77,No Event,Yes,South Indian,106,1030,1612,1679,1749,9.99
2021-07-13,Dinner,Tuesday,July,2021,1939,1706,101,67,36,986,1910,2,No,No,12,Sunny,34,0,44,No Event,No,Continental,71,829,880,925,960,3.51
2021-07-14,Dinner,Wednesday,July,2021,1287,922,153,62,29,730,1166,6,No,No,17,Sunny,29,0,79,Placement Drive,No,Chinese,68,2358,2071,707,815,13.14
2021-07-15,Lunch,Thursday,July,2021,2233,2100,188,105,2,531,2395,5,No,No,5,Rainy,28,24,82,No Event,Yes,Indian,116,2014,1490,2722,2769,6.91
2021-07-16,Lunch,Friday,July,2021,1507,1267,103,139,28,956,1537,7,Yes,No,2,Cloudy,35,0,46,No Event,No,Indian,118,2369,688,1741,1781,3.26
2021-07-17,Lunch,Saturday,July,2021,1633,1400,138,94,24,644,1656,4,No,Yes,13,Rainy,27,76,43,No Event,No,South Indian,89,644,2217,438,557,16.59
2021-07-18,Dinner,Sunday,July,2021,2001,1431,158,89,1,322,1679,3,No,No,13,Rainy,19,18,73,No Event,Yes,Continental,81,1144,1056,907,999,9.97
2021-07-19,Lunch,Monday,July,2021,1363,1250,176,80,46,421,1552,7,No,No,5,Sunny,23,0,47,No Event,Yes,Indian,101,2130,1306,1719,1805,6.96
2021-07-20,Lunch,Tuesday,July,2021,2462,2093,129,130,4,522,2356,6,No,No,9,Sunny,27,0,82,No Event,No,Indian,102,900,987,2342,2478,17.01
2021-07-21,Breakfast,Wednesday,July,2021,2195,1995,102,81,30,529,2208,3,No,No,1,Sunny,27,0,44,No Event,No,Continental,52,1025,2005,1247,1314,9.64
2021-07-22,Lunch,Thursday,July,2021,1855,1738,157,50,4,316,1949,4,No,No,15,Sunny,23,0,86,No Event,No,Indian,86,1982,1835,1949,1979,3.98
2021-07-23,Lunch,Friday,July,2021,1217,836,97,84,20,584,1037,5,No,No,15,Sunny,34,0,59,No Event,No,South Indian,95,940,1057,1149,1271,11.99
2021-07-24,Lunch,Saturday,July,2021,2294,1557,168,85,47,301,1857,7,No,No,13,Cloudy,24,0,73,Sports Day,Yes,Fast Food,80,560,1162,2881,2988,10.52
2021-07-25,Breakfast,Sunday,July,2021,2398,2136,101,132,48,566,2417,3,No,No,5,Sunny,30,0,59,No Event,No,Chinese,62,1537,1251,1636,1767,17.03
2021-07-26,Dinner,Monday,July,2021,2010,1828,123,141,25,827,2117,5,No,No,9,Rainy,29,40,45,No Event,No,Indian,109,1610,2049,1192,1324,11.4
2021-07-27,Breakfast,Tuesday,July,2021,1538,1269,123,115,6,832,1513,7,No,No,3,Cloudy,20,0,69,Cultural Fest,No,Chinese,69,1186,689,1351,1371,1.67
2021-07-28,Lunch,Wednesday,July,2021,1447,1099,116,78,29,550,1322,4,No,No,4,Sunny,31,0,89,No Event,Yes,Fast Food,81,2091,920,1802,1946,17.46
2021-07-29,Dinner,Thursday,July,2021,2416,2043,86,92,33,576,2254,5,No,No,2,Cloudy,22,0,53,No Event,No,Chinese,95,1701,2267,1363,1479,13.59
2021-07-30,Lunch,Friday,July,2021,1505,1116,169,78,27,305,1390,4,No,No,16,Rainy,25,39,87,No Event,No,Chinese,98,1891,732,1442,1571,10.59
2021-07-31,Breakfast,Saturday,July,2021,1403,1012,103,92,13,536,1220,2,No,No,3,Sunny,34,0,77,Sports Day,No,Continental,89,2292,1385,819,927,15.29
2021-08-01,Lunch,Sunday,August,2021,2052,1634,156,68,17,834,1875,3,No,No,14,Sunny,28,0,65,No Event,No,Continental,52,1133,1850,1578,1608,3.06
2021-08-02,Dinner,Monday,August,2021,2346,1677,120,113,43,996,1953,3,No,No,13,Sunny,20,0,60,No Event,No,Fast Food,55,2083,1106,1195,1225,3.46
2021-08-03,Lunch,Tuesday,August,2021,1646,1308,149,141,16,523,1614,4,No,No,2,Rainy,26,21,68,Placement Drive,No,Fast Food,98,1410,2216,1911,1946,4.34
2021-08-04,Dinner,Wednesday,August,2021,1912,1791,164,147,24,850,2126,4,No,No,9,Rainy,32,30,76,No Event,No,Fast Food,50,2267,857,1359,1442,8.32
2021-08-05,Breakfast,Thursday,August,2021,1632,1471,150,80,5,785,1706,6,No,No,16,Rainy,36,21,78,No Event,Yes,Indian,81,1835,1893,1297,1357,8.88
2021-08-06,Lunch,Friday,August,2021,2351,2192,97,68,4,712,2361,4,No,No,12,Cloudy,37,0,69,No Event,No,Chinese,101,771,1615,2512,2561,4.45
2021-08-07,Lunch,Saturday,August,2021,2021,1802,158,145,20,330,2125,4,No,No,13,Sunny,37,0,73,No Event,No,Continental,77,2313,1999,1902,1975,6.75
2021-08-08,Dinner,Sunday,August,2021,2270,1717,151,78,38,772,1984,5,No,No,2,Sunny,19,0,65,No Event,No,Continental,107,2026,1370,973,1101,11.82
2021-08-09,Breakfast,Monday,August,2021,1704,1522,139,122,49,813,1832,5,No,No,1,Sunny,29,0,77,No Event,Yes,Indian,54,529,1171,1402,1431,3.1
2021-08-10,Dinner,Tuesday,August,2021,1314,1217,131,56,19,641,1423,3,No,No,6,Rainy,26,57,57,Cultural Fest,No,Indian,97,732,2155,1029,1059,2.93
2021-08-11,Lunch,Wednesday,August,2021,2194,2049,159,107,10,464,2325,5,Yes,No,15,Sunny,27,0,72,No Event,No,Indian,47,689,652,2567,2605,3.05
2021-08-12,Lunch,Thursday,August,2021,1422,1215,128,125,4,599,1472,5,No,No,14,Sunny,31,0,58,No Event,No,South Indian,98,933,1629,1616,1668,6.03
2021-08-13,Breakfast,Friday,August,2021,1835,1309,146,109,37,753,1601,3,No,No,11,Sunny,36,0,48,No Event,No,Indian,78,669,2029,1085,1197,14.6
2021-08-14,Dinner,Saturday,August,2021,1871,1238,124,100,38,938,1500,7,No,No,8,Rainy,35,67,58,No Event,No,Fast Food,118,2041,1691,896,1035,20.13
2021-08-15,Breakfast,Sunday,August,2021,2157,1497,88,144,34,780,1763,2,No,No,2,Cloudy,31,0,68,Cultural Fest,Yes,Chinese,115,1463,606,1683,1826,13.53
2021-08-16,Lunch,Monday,August,2021,2132,2003,195,131,34,374,2363,6,No,Yes,8,Rainy,21,39,88,No Event,No,Fast Food,92,1816,1674,687,778,8.76
2021-08-17,Breakfast,Tuesday,August,2021,1295,1021,190,141,24,608,1376,5,No,No,10,Cloudy,18,0,45,No Event,No,South Indian,98,1996,1083,1011,1133,15.03
2021-08-18,Dinner,Wednesday,August,2021,1306,1183,105,99,29,375,1416,2,No,No,8,Rainy,24,39,70,No Event,Yes,South Indian,109,1090,1905,966,1058,11.63
2021-08-19,Lunch,Thursday,August,2021,1831,1445,105,70,1,686,1621,6,Yes,No,8,Cloudy,25,0,66,No Event,No,Indian,99,1875,1123,1827,1964,18.18
2021-08-20,Lunch,Friday,August,2021,1897,1609,109,58,19,649,1795,3,No,No,7,Sunny,30,0,69,No Event,No,Fast Food,100,733,1983,2122,2208,12.0
2021-08-21,Breakfast,Saturday,August,2021,1231,809,106,83,35,574,1033,5,Yes,No,6,Cloudy,29,0,61,Placement Drive,No,Chinese,67,2224,1800,815,961,17.35
2021-08-22,Lunch,Sunday,August,2021,1265,917,159,83,36,600,1195,7,No,No,2,Rainy,34,42,79,Sports Day,No,Continental,78,1003,2055,1245,1392,14.78
2021-08-23,Lunch,Monday,August,2021,2402,1875,191,96,1,354,2163,5,No,No,15,Rainy,24,29,61,No Event,No,Continental,54,1114,1255,1910,2021,15.27
2021-08-24,Dinner,Tuesday,August,2021,1978,1659,194,73,47,759,1973,4,No,No,16,Rainy,35,29,46,No Event,No,South Indian,93,1735,2486,1156,1298,16.47
2021-08-25,Dinner,Wednesday,August,2021,2115,1483,83,129,43,840,1738,5,No,No,3,Rainy,36,78,66,Sports Day,No,South Indian,112,1061,885,1248,1372,12.36
2021-08-26,Breakfast,Thursday,August,2021,1748,1537,130,77,46,874,1790,5,No,No,13,Sunny,28,0,44,No Event,No,Indian,74,1799,841,1171,1261,10.21
2021-08-27,Lunch,Friday,August,2021,1400,1063,162,95,26,960,1346,2,No,No,9,Cloudy,23,0,88,Sports Day,Yes,South Indian,98,1951,2011,1880,1924,6.49
2021-08-28,Breakfast,Saturday,August,2021,1248,1117,177,100,31,612,1425,2,Yes,No,9,Sunny,27,0,47,No Event,No,Continental,85,1625,1020,856,977,10.4
2021-08-29,Lunch,Sunday,August,2021,1986,1349,149,148,3,568,1649,5,No,No,7,Sunny,30,0,45,Placement Drive,No,Chinese,114,604,774,1819,1850,2.95
2021-08-30,Breakfast,Monday,August,2021,2150,1835,188,55,26,796,2104,7,No,No,15,Rainy,23,34,83,No Event,No,Chinese,60,1309,2410,1454,1503,4.13
2021-08-31,Lunch,Tuesday,August,2021,1462,1078,158,112,29,454,1377,6,Yes,No,15,Cloudy,30,0,88,Cultural Fest,No,South Indian,50,2102,1907,2132,2212,11.46
2021-09-01,Lunch,Wednesday,September,2021,2356,2093,89,102,2,495,2286,3,No,No,8,Sunny,26,0,72,Sports Day,No,Continental,53,1302,833,2350,2411,6.98
2021-09-02,Lunch,Thursday,September,2021,1543,1189,197,113,45,779,1544,7,No,No,14,Cloudy,31,0,69,No Event,No,Indian,53,2492,2357,1550,1585,2.92
2021-09-03,Lunch,Friday,September,2021,2399,2038,185,101,44,747,2368,2,No,No,16,Cloudy,29,0,48,No Event,No,Fast Food,57,2176,1325,2693,2766,9.74
2021-09-04,Lunch,Saturday,September,2021,1210,1125,115,109,26,404,1375,7,No,No,16,Sunny,36,0,65,No Event,No,South Indian,67,2198,2258,1537,1620,7.09
2021-09-05,Lunch,Sunday,September,2021,1400,918,125,90,37,373,1170,7,No,No,17,Sunny,19,0,40,No Event,No,Indian,98,1727,617,1209,1297,10.38
2021-09-06,Breakfast,Monday,September,2021,2144,1400,183,60,35,374,1678,6,No,No,2,Cloudy,24,0,51,Cultural Fest,No,Indian,70,801,962,1340,1403,7.81
2021-09-07,Lunch,Tuesday,September,2021,2125,1872,85,53,0,396,2010,7,No,No,10,Sunny,33,0,63,No Event,No,South Indian,94,977,2007,2223,2257,5.08
2021-09-08,Breakfast,Wednesday,September,2021,1202,1014,187,63,34,540,1298,5,No,No,14,Cloudy,37,0,63,Sports Day,No,Continental,79,1957,1479,920,1018,12.46
2021-09-09,Lunch,Thursday,September,2021,2437,1798,183,62,11,690,2054,4,No,No,8,Sunny,24,0,85,No Event,No,Fast Food,115,794,1878,2395,2474,6.47
2021-09-10,Lunch,Friday,September,2021,2007,1602,149,64,34,950,1849,2,No,No,6,Sunny,33,0,71,No Event,No,Continental,74,1183,2135,1679,1732,5.32
2021-09-11,Lunch,Saturday,September,2021,1759,1165,158,57,17,408,1397,7,No,No,4,Rainy,24,39,67,Sports Day,No,Continental,76,2048,1339,1422,1470,4.49
2021-09-12,Breakfast,Sunday,September,2021,1398,989,172,137,45,327,1343,2,Yes,Yes,11,Rainy,28,43,47,No Event,Yes,South Indian,48,583,1370,293,394,8.14
2021-09-13,Lunch,Monday,September,2021,1308,1016,168,60,36,401,1280,4,No,No,15,Cloudy,31,0,83,No Event,Yes,Continental,52,882,1234,1373,1408,4.37
2021-09-14,Dinner,Tuesday,September,2021,1307,1176,162,148,22,418,1508,5,No,No,17,Sunny,24,0,52,No Event,No,Continental,99,745,1838,726,834,14.3
2021-09-15,Lunch,Wednesday,September,2021,1751,1390,157,138,32,883,1717,2,No,No,5,Sunny,28,0,66,No Event,Yes,South Indian,80,2279,1790,2209,2342,15.42
2021-09-16,Lunch,Thursday,September,2021,2172,1793,82,72,13,326,1960,5,No,No,14,Rainy,30,35,56,No Event,No,South Indian,96,1428,1972,2156,2238,10.69
2021-09-17,Lunch,Friday,September,2021,1251,1141,129,56,43,449,1369,6,No,No,11,Sunny,18,0,67,No Event,No,Fast Food,91,1471,1353,1548,1649,9.94
2021-09-18,Breakfast,Saturday,September,2021,1311,973,121,118,0,981,1212,2,No,No,8,Rainy,26,21,81,Cultural Fest,No,Chinese,110,1152,1493,1030,1134,13.15
